V1,V2
-26790.126062302275,115
-26741.01710732055,114
-26815.157205544434,114
-26826.82320628052,115
-26779.956836753976,114
-26749.372147620434,114
-26796.466756999966,113
-26808.47703768402,115
-26812.83018543286,115
-26835.50416281887,114
-26727.861643752352,114
-26765.30796785528,113
-26728.83162368719,113
-26783.01573858038,115
-26790.05413324626,113
-26883.135124102246,114
-26788.030154205524,114
-26823.68215639537,114
-26779.80177270309,113
-26812.743503374415,113
-26778.530836852427,115
-26857.857755869754,116
-26729.298939001612,114
-26759.809109089314,115
-26788.37650460938,113
-26748.357480343013,114
-26747.607885524023,114
-26721.989238003367,113
-26845.67599061313,115
-26656.170758418546,113
-26786.070810446916,114
-26776.688653863937,114
-26805.704796594644,113
-26848.665252787254,115
-26725.598936752926,114
-26861.18290587152,116
-26823.976038371664,113
-26836.234168375613,114
-26804.128519284994,115
-26818.78519111849,114
-26805.84485478302,114
-26800.84422121283,114
-26747.364420828588,113
-26791.9927701773,113
-26714.67279885847,115
-26798.493794147213,113
-26801.43852277225,114
-26834.779135562436,113
-26855.679512166982,115
-26822.432083079148,113
-26760.198023610803,113
-26874.72650155189,114
-26749.49148961206,113
-26692.243077834697,113
-26849.479126410988,113
-26689.64055846214,114
-26649.97348688349,114
-26879.337549910153,115
-26845.952250970535,113
-26833.277187838314,116
-26748.2622559948,113
-26779.907891549152,115
-26877.419206781415,115
-26800.61605908621,114
-26799.669040165252,114
-26796.56501644367,116
-26793.706653941266,114
-26851.054146625196,114
-26727.065646226358,114
-26740.24986597034,113
-26864.96040034438,116
-26750.772842382776,116
-26844.26247588816,114
-26887.37587622306,114
-26789.770982426315,114
-26865.342169972366,115
-26768.049511828915,114
-26735.037272175676,114
-26695.462086168067,114
-26864.479909086585,114
-26784.434827065208,115
-26773.510939824915,113
-26837.386825742222,114
-26858.813796752245,114
-26726.988777006474,113
-26799.527620709578,114
-26791.517418089516,114
-26841.126724264792,116
-26795.623209976548,114
-26806.585788484143,113
-26802.737774143992,115
-26869.859232124672,113
-26801.36507429674,116
-26806.4233947406,114
-26772.10122932385,114
-26667.068463626612,113
-26825.81348064849,113
-26806.719772221564,114
-26729.2922785991,114
-26635.9380511163,114
-26717.44079970465,114
-26809.342836484273,115
-26778.886361364224,113
-26886.787532802045,116
-26746.021744286383,115
-26761.443191646693,114
-26912.423547375336,114
-26777.83121079118,114
-26737.492791339442,113
-26820.108057996084,113
-26874.12362300772,114
-26787.94929838963,114
-26724.39585869889,115
-26762.87154876048,113
-26856.63308043698,115
-26819.86789169398,113
-26846.389189484184,114
-26801.15280209513,115
-26756.745444966033,115
-26741.54766366568,113
-26807.616613111688,113
-26731.808737974065,114
-26786.243229822496,114
-26789.62049828148,114
-26756.66359697735,114
-26867.080531201464,116
-26847.949561906327,115
-26816.1015166128,115
-26814.511380321914,114
-26763.937941741147,114
-26750.778680384425,113
-26744.107744752364,114
-26798.375544668197,115
-26795.306469624684,113
-26755.22616294618,116
-26886.94943542361,113
-26802.336250074244,114
-26720.302041841875,114
-26732.052070623562,114
-26733.679336523484,113
-26800.43341545091,115
-26681.688433873092,113
-26800.621305749944,114
-26878.583713763128,114
-26743.47049834393,115
-26732.411822204183,114
-26830.778784920094,113
-26890.79148172262,115
-26671.71775107,113
-26825.331594063795,115
-26829.151319912584,114
-26867.887146278397,113
-26869.69636515996,114
-26776.296809861393,114
-26798.040912605607,114
-26737.097331156805,114
-26756.816675894173,115
-26767.782720461488,116
-26782.048971342545,113
-26793.348004053387,114
-26817.68078036663,114
-26813.916104861102,114
-26765.86665358605,115
-26735.032720204104,114
-26731.437054526505,114
-26714.474219265754,113
-26686.80672938435,115
-26774.40021195782,114
-26662.37334826337,114
-26713.966943638847,115
-26833.252894518948,113
-26737.16837205362,113
-26856.249366469434,113
-26866.959409502786,114
-26786.382932058947,114
-26829.993499091324,114
-26774.4109730691,114
-26775.530221582456,113
-26886.701559917787,114
-26852.411115862877,113
-26724.961750062335,114
-26765.763395905837,114
-26740.65715881335,113
-26822.486305032573,114
-26835.808613217727,114
-26807.80196403629,114
-26777.539438526033,113
-26778.89592614546,114
-26742.059225701232,115
-26854.649632679215,113
-26713.691438230482,115
-26799.6106445435,113
-26812.124014344583,114
-26769.017063488183,114
-26843.484266008447,115
-26754.544082323686,113
-26852.177097094784,113
-26853.34925006469,116
-26785.742681614203,114
-26676.743173117135,116
-26860.84591005019,114
-26711.405237576288,114
-26736.104931541337,113
-26824.71517311314,115
-26795.30605635256,114
-26712.274758137173,113
-26758.636136169323,115
-26864.883449308694,114
-26843.107429609565,113
-26874.635673617435,114
-26692.326941643903,113
-26788.47209071058,114
-26881.994932894362,113
-26764.733071921146,114
-26814.230900988092,115
-26694.821206987217,114
-26770.3801587421,115
-26823.49324005111,114
-26740.488433237046,114
-26813.52772483727,115
-26775.72277280297,114
-26884.411688665088,114
-26805.973131136845,113
-26739.684303878876,113
-26832.476121719526,114
-26821.711328397203,113
-26768.472312644284,115
-26777.07463473114,113
-26799.38716145227,114
-26751.273569021767,114
-26867.37087151626,113
-26780.459666747287,114
-26792.201824385484,114
-26840.806716433686,116
-26824.474606394368,115
-26820.588621129686,114
-26749.723630510885,115
-26850.379606342653,116
-26762.57880298317,115
-26759.63459201331,114
-26771.734422287285,116
-26765.398088393642,114
-26780.40972071325,113
-26774.947426160223,114
-26821.98979510242,115
-26776.719006663436,114
-26733.480741697043,114
-26745.910494375956,115
-26760.883268490106,116
-26830.818987877807,114
-26738.408064414063,114
-26762.682656600122,115
-26757.684603066024,113
-26819.305528028613,114
-26865.7611948584,113
-26683.554748487208,113
-26805.108618735416,114
-26821.48550455106,113
-26712.700979279787,113
-26811.58778651181,114
-26849.994029862868,114
-26785.56358432071,113
-26710.760658972238,115
-26827.499761022475,114
-26781.133779305263,115
-26770.957292188737,114
-26847.07814616072,114
-26746.103029348098,114
-26745.166265903004,114
-26853.255652546843,115
-26825.780078686013,114
-26774.900089492454,114
-26826.21068748208,115
-26819.592866275587,113
-26798.532670745488,123
-26779.115807493105,114
-26724.844156140145,114
-26805.491815493053,115
-26719.101434427947,114
-26779.91077472666,113
-26742.52922281477,114
-26782.53034069422,114
-26741.380148194618,114
-26735.802390897243,114
-26784.46718069754,114
-26767.76084669059,115
-26876.392245009345,114
-26855.94980470637,113
-26743.512479525314,115
-26772.98149926089,114
-26837.74786195245,115
-26806.55341160853,114
-26821.003056439167,114
-26885.957043779003,113
-26859.014448703685,115
-26666.111689648078,114
-26802.80745966445,114
-26813.01355809177,114
-26780.171832320033,115
-26838.23165832117,114
-26818.57598909188,115
-26795.61826805974,114
-26741.229643095205,114
-26774.008313449547,114
-26665.59977247774,114
-26823.50700054132,116
-26749.841024581005,114
-26666.46143405117,114
-26877.717122124603,114
-26795.791051724962,114
-26735.059642204382,114
-26760.534809282464,113
-26765.938799336964,114
-26832.984513912656,116
-26740.53378661022,114
-26738.633272089635,113
-26759.49164021148,113
-26789.778515817787,113
-26774.73779326189,113
-26834.85459150331,114
-26756.874872079236,114
-26778.885994403598,113
-26784.64478159451,114
-26784.23763077994,114
-26896.26375851864,113
-26760.935629016378,113
-26685.432322580804,114
-26913.408996994964,114
-26739.995961199424,114
-26741.861801736133,114
-26748.123183207397,113
-26775.950276856838,113
-26752.447804245206,114
-26785.450587988835,114
-26791.44257164265,113
-26753.606819441487,113
-26748.225120909417,116
-26745.310100217182,113
-26781.26603316668,114
-26827.195776133685,114
-26738.492362511395,115
-26818.473903412552,113
-26812.84424968602,114
-26853.968772510263,116
-26706.575707931977,113
-26776.89858022534,115
-26881.62404941739,113
-26796.742197796062,114
-26687.540059528666,113
-26831.46504607476,113
-26820.02417352071,114
-26773.184799401362,115
-26713.49124796234,114
-26842.314548617975,116
-26796.653775158742,114
-26749.158728175385,114
-26850.876111824786,114
-26730.296900833044,114
-26786.548481654623,114
-26771.42297648217,114
-26771.445257202962,114
-26809.28942752551,114
-26827.327196222464,113
-26735.34670832152,114
-26827.543795911486,115
-26719.18900573724,113
-26839.535814416966,113
-26854.482753967,114
-26812.833641342757,115
-26792.472117729314,114
-26749.912255588366,114
-26839.718408029406,114
-26784.45146173718,113
-26832.735957210123,113
-26832.290205690628,116
-26777.171214588998,113
-26751.212341457795,114
-26797.388735655466,114
-26809.86353195016,114
-26748.243407886792,114
-26772.354468810747,114
-26906.027006868422,114
-26890.584104091893,114
-26817.588448177237,115
-26761.85539446913,113
-26897.112435770625,113
-26835.63028788484,114
-26754.833886825083,114
-26822.615701469727,114
-26734.117359969387,115
-26915.850817310587,114
-26855.705776493312,113
-26876.566947138006,114
-26840.786037611055,116
-26757.80634592079,113
-26810.79812547382,113
-26713.882008741515,114
-26808.42905106267,114
-26826.706589350757,113
-26767.17066495268,113
-26846.59684865259,115
-26738.096026462197,113
-26756.21278913055,114
-26803.698273733342,113
-26745.922279504714,115
-26785.73122086278,114
-26824.485985306943,116
-26787.62130343006,113
-26765.766384427938,113
-26771.197385639178,113
-26776.815457011424,113
-26767.01128862061,113
-26826.004031489043,114
-26732.742158516226,113
-26740.575319230647,115
-26826.11587907057,114
-26851.451852713748,114
-26728.81127093982,115
-26876.349258574348,115
-26777.5829099167,113
-26680.518100989942,114
-26830.214463656488,113
-26715.980371550137,113
-26837.22500939857,113
-26782.67002488679,114
-26803.468909223426,114
-26830.541912494755,114
-26751.16643610861,116
-26765.844876615305,113
-26805.66464505503,113
-26881.82994195887,115
-26792.744490293207,114
-26813.188661660723,114
-26809.68419685636,113
-26866.827774137644,113
-26761.425526386993,114
-26705.811912913396,114
-26754.550399148986,113
-26633.958008145823,114
-26814.058742128833,115
-26806.570962081096,114
-26700.71261986809,113
-26760.192304906177,115
-26752.81008879758,114
-26822.427443311004,114
-26613.238489985204,114
-26747.99612340973,114
-26769.42557533598,114
-26726.848231069034,114
-26749.19023140058,113
-26714.560972288877,113
-26766.87091071829,114
-26788.157995019053,113
-26743.759616776424,114
-26818.240087988008,115
-26875.035655058677,114
-26743.805277702195,114
-26803.47658734471,114
-26849.012904149557,114
-26750.60009986237,114
-26765.25741740493,114
-26785.196783902396,114
-26739.217441293422,114
-26830.911859680946,113
-26821.993595476768,113
-26754.588386501677,114
-26773.16468377075,114
-26847.196659638797,115
-26698.759949154097,114
-26841.79494876664,113
-26814.228296697085,114
-26825.750227925233,114
-26788.57060799513,115
-26718.37823235262,114
-26809.718010075278,113
-26736.42459642702,114
-26873.68881906363,113
-26840.166394662276,114
-26815.21888193494,114
-26746.907911587943,114
-26825.8636937159,114
-26771.180283958383,115
-26750.761387316637,115
-26789.26082562852,113
-26764.127583118563,114
-26772.882727673634,114
-26814.9084805406,113
-26744.014042302853,113
-26901.349473400107,113
-26791.08374910466,114
-26843.35314139187,113
-26753.256820030074,115
-26775.35342829399,114
-26813.409522038637,113
-26768.141701169272,114
-26763.763147779824,113
-26776.27609598687,113
-26880.045271416097,115
-26780.91190364066,114
-26763.824912562763,115
-26774.86459684661,114
-26767.631236987207,115
-26793.75621529679,113
-26866.648403560564,114
-26723.64823838763,114
-26836.771212364663,114
-26777.74535505923,115
-26801.199712598187,114
-26821.706840478982,116
-26723.297600123868,114
-26810.515900213286,115
-26768.21067333381,113
-26747.506474487625,115
-26813.49653594562,114
-26771.144004691396,114
-26786.299168882015,114
-26862.18833268126,113
-26769.166267615994,114
-26861.474604742823,113
-26785.48968981884,113
-26832.782516570795,115
-26801.983808243214,113
-26875.177634167627,114
-26778.37781242656,116
-26872.046848025697,113
-26794.453145105934,114
-26804.186744863688,114
-26756.412162732362,115
-26762.741222032775,113
-26766.589090776662,114
-26795.881210540043,114
-26741.485003964855,115
-26793.064307133925,114
-26804.771890288644,114
-26833.61383941919,113
-26810.283836000377,114
-26761.40528445015,115
-26748.97876721514,114
-26828.0073157288,113
-26838.979824912956,114
-26750.93491137307,113
-26812.80143237641,114
-26717.331328436052,113
-26755.752422462065,113
-26789.57131056979,114
-26726.93106758269,113
-26694.901290239555,113
-26834.177232599086,115
-26829.223869416215,114
-26696.239302155638,114
-26872.3026106228,114
-26688.644376947846,114
-26843.633031382327,114
-26787.52547662927,114
-26813.18052704675,113
-26846.786530095815,115
-26889.954407545018,114
-26764.44169507666,113
-26710.098003185092,114
-26775.72385549483,114
-26821.814325588206,115
-26745.877938596324,113
-26716.714265383012,114
-26727.317763560033,113
-26707.941614241587,116
-26837.501722819445,115
-26817.391737718237,115
-26811.11730838104,114
-26770.005051179927,113
-26771.655626633325,113
-26779.92309772576,114
-26807.242263728076,115
-26779.209837525184,114
-26782.834480499132,114
-26710.779029065674,114
-26785.215650408674,113
-26763.633671234886,114
-26853.498658046723,115
-26786.639896677632,115
-26763.814403423716,114
-26765.875061239025,115
-26740.09970969929,114
-26638.639850485484,114
-26753.61685853016,114
-26732.815600344344,114
-26796.09244422052,115
-26790.231635485874,115
-26815.273710018897,113
-26732.585763742707,113
-26824.319499703335,114
-26647.050801594196,113
-26887.002681990707,115
-26856.026881862283,113
-26772.44055050148,116
-26726.867693638556,115
-26791.113680729533,114
-26722.158610747298,113
-26870.732318188653,113
-26810.148879626362,114
-26757.2209577637,113
-26800.74470900488,114
-26866.176399369102,113
-26737.112697041186,115
-26849.779673234156,114
-26754.43419372126,114
-26770.010693991884,113
-26801.083574226377,113
-26748.311139170662,115
-26715.177463517484,115
-26930.231517185497,115
-26703.811487537107,114
-26738.542344442667,114
-26743.490309280663,114
-26743.30224145634,114
-26744.28149838234,114
-26795.79823329773,114
-26716.97452534452,114
-26733.534674767376,113
-26813.80125725778,115
-26792.918250343642,115
-26788.425351661674,114
-26770.019459806947,115
-26851.24777479964,113
-26699.632490995045,114
-26721.819018949842,114
-26761.019511273444,115
-26891.410466496356,113
-26754.613340690423,113
-26765.61909989232,114
-26809.16181922673,115
-26742.109023870995,114
-26758.135324845396,113
-26897.207710961276,115
-26862.82362492792,113
-26880.657889296523,113
-26830.040334632446,113
-26776.380043282617,113
-26891.80958691721,113
-26801.511299044938,113
-26833.958935520506,115
-26714.88937773863,114
-26827.82297829349,114
-26778.7028842534,115
-26818.282618364865,114
-26821.556342261563,113
-26856.197586016126,114
-26768.158790068293,116
-26857.62777600322,114
-26833.440775298666,114
-26850.650905426355,113
-26876.05563131979,114
-26896.70920521941,115
-26776.222694398813,113
-26765.17101270424,113
-26893.53531002134,114
-26752.308636205365,115
-26754.53615676951,114
-26776.37109209345,114
-26715.568008808925,114
-26764.342300722838,114
-26739.694242364883,113
-26772.663117225566,113
-26796.13990813906,113
-26859.70852002314,116
-26743.80229469559,116
-26783.616448512978,115
-26836.450449230404,114
-26765.58677693763,115
-26859.65689999037,114
-26813.78007816698,114
-26762.110414618142,114
-26854.027765095558,114
-26748.91402044436,114
-26726.915588900272,115
-26774.116662660552,114
-26782.592781951374,115
-26700.11544763912,114
-26803.554676352574,113
-26679.876057052672,113
-26809.02956150299,113
-26788.042642188382,114
-26711.154864448516,113
-26850.92200613279,113
-26741.056534112893,114
-26839.051996940743,115
-26825.659118347998,114
-26820.660086778837,113
-26828.066343150367,114
-26830.88701628506,113
-26780.012436923458,116
-26768.063754907213,115
-26836.25160042361,114
-26795.345175444403,113
-26725.043598113072,116
-26749.86769915768,115
-26736.378155400504,114
-26902.244156335175,113
-26761.82973430196,114
-26810.599510488384,114
-26796.028598805107,114
-26853.18972909069,115
-26779.954717421722,116
-26740.955902426806,113
-26847.88480896481,115
-26751.737003207352,113
-26817.156846640235,113
-26800.376791007362,115
-26847.841665381384,113
-26808.75577948557,113
-26815.0683862629,116
-26783.5548103604,114
-26760.419985123153,116
-26764.3510075418,114
-26735.286096495292,114
-26854.936241914154,114
-26665.023527593836,113
-26827.960985243742,114
-26697.89865779534,114
-26808.54779156351,113
-26846.899430329864,113
-26828.096748912954,114
-26738.71171022331,114
-26825.445941263642,114
-26876.364090194427,116
-26960.358473702312,114
-26791.808081950818,116
-26757.38474490914,113
-26897.62098287861,114
-26827.527783858844,115
-26780.32386485925,113
-26790.27938235084,114
-26812.79440730329,114
-26817.910095897165,115
-26851.683003684397,113
-26831.071960590125,114
-26771.791876939245,114
-26726.150125867567,114
-26782.973950027554,114
-26790.49396893878,113
-26826.37999807173,113
-26875.59519964535,115
-26818.08089557064,113
-26797.27042647314,114
-26759.753969551202,116
-26735.76963247382,113
-26775.37364584566,114
-26744.32814017274,114
-26841.28655331596,114
-26751.766769338614,113
-26799.883989682672,114
-26808.1411092292,114
-26756.469923892055,113
-26756.467902147786,114
-26902.588301461794,115
-26797.185082503558,113
-26732.242750853366,115
-26807.62362705242,113
-26814.525527288377,113
-26822.654299563248,114
-26768.826549618854,114
-26731.28293427505,113
-26766.548253507983,113
-26692.894955468742,114
-26793.644824164145,114
-26825.7504921629,114
-26760.68965047034,114
-26762.297229234693,114
-26747.407307819558,114
-26737.71707252912,115
-26718.01878972553,113
-26794.129589203694,115
-26833.36811483346,113
-26775.577421398884,113
-26743.76552440638,113
-26848.63057981464,115
-26791.05041055952,114
-26772.354532153386,114
-26777.36312330431,114
-26852.05644300994,114
-26787.982401652916,113
-26807.701656732792,114
-26771.766884408513,115
-26737.424487831275,113
-26742.308092951986,114
-26692.905328010398,114
-26817.392666003623,113
-26756.62789034253,114
-26737.545135273573,114
-26784.515177435318,115
-26786.72949643002,114
-26743.036180475476,115
-26730.685714298605,113
-26810.096545251265,113
-26792.489699363396,113
-26735.57506136556,114
-26817.630586687366,113
-26768.768403488815,115
-26851.388430405004,115
-26825.91458401424,114
-26898.04662617405,113
-26922.30364729188,113
-26845.52365855527,113
-26815.601691648077,113
-26819.25392381307,115
-26798.90461467018,113
-26793.88957735034,114
-26823.56331087297,115
-26861.486830667243,114
-26799.159023953158,113
-26815.514313199994,113
-26837.155385336548,113
-26934.249606699304,114
-26751.6739966023,113
-26747.748757529236,114
-26728.22039590681,113
-26796.944483322903,113
-26811.431241623603,114
-26860.756684899312,114
-26913.290178871554,116
-26858.990998750243,115
-26863.36021234068,113
-26881.402027564876,113
-26824.56892147458,114
-26804.29528418408,114
-26750.6427931528,114
-26852.50275957846,116
-26891.433168616088,113
-26767.033472616957,114
-26776.305346179935,116
-26919.353415758553,116
-26794.38621581763,114
-26856.30376440507,113
-26828.65279403863,116
-26759.134787427498,113
-26703.036024378598,114
-26903.138786397973,113
-26782.894879478292,113
-26898.851229654465,114
-26796.217442375895,115
-26796.566070337387,114
-26773.318896161196,114
-26707.072152360226,113
-26794.046533299188,114
-26782.045391111995,114
-26745.823151036977,114
-26861.655423231532,113
-26787.377819939768,114
-26759.93788331094,114
-26785.60183743891,115
-26768.594336974216,114
-26732.560406425222,114
-26759.480299001225,115
-26803.058000685774,114
-26702.019715828555,113
-26616.83068973404,114
-26806.671455399606,113
-26789.901451748134,113
-26830.798913428513,114
-26891.990352840035,113
-26814.558203277207,114
-26804.24401262815,116
-26680.13849681096,113
-26833.227125312635,115
-26790.138007151218,114
-26798.198441955294,117
-26848.48999127526,115
-26773.090884761416,113
-26724.848450649017,113
-26760.56304147,113
-26714.639210745765,114
-26816.475530396598,114
-26857.680736146147,115
-26859.55753603405,113
-26778.116067001258,114
-26737.18285411497,113
-26833.666008893208,113
-26729.771426898722,114
-26839.31523691738,113
-26784.920112917534,114
-26860.73902058372,114
-26699.06573114339,114
-26721.698388694233,113
-26811.99200646809,116
-26800.016272844798,114
-26808.89312191763,113
-26721.98439795175,116
-26819.63752185248,113
-26767.865212729186,115
-26790.087238448894,113
-26840.263466536366,114
-26782.36714887237,114
-26744.971300836005,116
-26767.513433386637,113
-26898.017697906802,114
-26690.152825316436,114
-26795.990487661707,113
-26817.716743696114,113
-26828.672885612166,115
-26846.687084801833,113
-26786.199662636893,113
-26773.5961378323,114
-26800.22153605094,115
-26797.995214300314,114
-26778.97131223957,113
-26705.548818790005,113
-26719.338687071133,114
-26787.985256174452,116
-26781.4052175117,114
-26792.46643202059,115
-26942.54931842574,113
-26833.345188246745,114
-26736.797416433237,113
-26831.209630966405,113
-26849.533387887477,115
-26784.99817859596,113
-26727.596746225412,116
-26788.481924132095,115
-26823.730987361214,113
-26832.19986389352,113
-26833.051249916,113
-26797.29056377931,114
-26834.129625381167,114
-26831.676300215055,113
-26859.62311066542,114
-26770.436808499173,115
-26763.645647899615,115
-26809.86275643541,116
-26812.35056749812,115
-26843.880627589402,116
-26833.151629779662,114
-26685.658895426797,113
-26795.672066387935,114
-26811.61649959376,114
-26843.27257049299,114
-26793.832775371422,113
-26842.66267300137,115
-26727.505586721894,115
-26708.517323679316,113
-26849.78586370205,114
-26804.42369706298,115
-26850.930850122204,114
-26830.765499571757,113
-26802.76348026689,114
-26733.245145596018,115
-26771.87482420752,115
-26860.8640052047,114
-26704.87493385425,113
-26710.424728133243,116
-26812.734104293948,114
-26847.249023678432,113
-26871.969703006544,115
-26706.029435822133,114
-26805.031900961272,115
-26871.863255850458,113
-26812.969298046184,113
-26736.331114617562,114
-26749.537153522604,114
-26813.993328892288,113
-26726.95723392465,115
-26682.713639977515,113
-26769.104602246964,116
-26794.59714598844,114
-26817.58406707739,114
-26785.59254088801,116
-26861.386028163073,115
-26896.68834595718,114
-26760.511131580293,114
-26756.335848333572,114
-26812.407427783324,114
-26787.36134777297,114
-26858.286278346106,115
-26704.557162226338,113
-26795.307148484946,114
-26787.552009612555,113
-26843.22485455819,114
-26747.91456280772,115
-26715.563186382828,113
-26733.731097716645,114
-26701.560281348127,113
-26722.98687201935,115
-26889.040176256778,115
-26707.830738830686,113
-26862.54636472495,114
-26711.392846755534,115
-26752.870227343636,113
-26817.057692190567,114
-26748.652464169743,114
-26772.740226680166,114
-26943.583236803584,114
-26778.86820430293,115
-26749.416464341062,113
-26783.393740953074,114
-26921.676575874426,113
-26704.900129143643,114
-26759.64398529441,115
-26844.03264182165,115
-26801.337237313834,115
-26848.07710255817,114
-26699.01867384725,114
-26766.817636510288,113
